"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"3535705","Paraíso (SP)","5514"
"3535804","Paranapanema (SP)","15820"
"3535903","Paranapuã (SP)","3615"
"3536000","Parapuã (SP)","11076"
"3536109","Pardinho (SP)","4896"
"3536208","Pariquera-Açu (SP)","18196"
"3536257","Parisi (SP)","2003"
"3536307","Patrocínio Paulista (SP)","11627"
"3536406","Paulicéia (SP)","5434"
"3536505","Paulínia (SP)","53027"
"3536570","Paulistânia (SP)","1816"
"3536604","Paulo de Faria (SP)","8490"
"3536703","Pederneiras (SP)","37154"
"3536802","Pedra Bela (SP)","5661"
"3536901","Pedranópolis (SP)","2684"
"3537008","Pedregulho (SP)","15135"
"3537107","Pedreira (SP)","36135"
"3537156","Pedrinhas Paulista (SP)","2895"
"3537206","Pedro de Toledo (SP)","9343"
"3537305","Penápolis (SP)","55346"
"3537404","Pereira Barreto (SP)","24959"
"3537503","Pereiras (SP)","6478"
"3537602","Peruíbe (SP)","53669"
"3537701","Piacatu (SP)","4636"
"3537800","Piedade (SP)","50922"
"3537909","Pilar do Sul (SP)","24497"
"3538006","Pindamonhangaba (SP)","128627"
"3538105","Pindorama (SP)","13193"
"3538204","Pinhalzinho (SP)","11283"
"3538303","Piquerobi (SP)","3504"
"3538501","Piquete (SP)","15231"
"3538600","Piracaia (SP)","23476"
"3538709","Piracicaba (SP)","334402"
"3538808","Piraju (SP)","28091"
"3538907","Pirajuí (SP)","20124"
"3539004","Pirangi (SP)","10060"
"3539103","Pirapora do Bom Jesus (SP)","12876"
"3539202","Pirapozinho (SP)","22237"
"3539301","Pirassununga (SP)","65848"
"3539400","Piratininga (SP)","10683"
"3539509","Pitangueiras (SP)","31813"
"3539608","Planalto (SP)","3690"
"3539707","Platina (SP)","2872"
"3539806","Poá (SP)","98109"
"3539905","Poloni (SP)","4799"
"3540002","Pompéia (SP)","18270"
"3540101","Pongaí (SP)","3705"
"3540200","Pontal (SP)","30497"
"3540259","Pontalinda (SP)","3586"
"3540309","Pontes Gestal (SP)","2490"
"3540408","Populina (SP)","4417"
"3540507","Porangaba (SP)","6754"
"3540606","Porto Feliz (SP)","46498"
"3540705","Porto Ferreira (SP)","48357"
"3540754","Potim (SP)","14066"
"3540804","Potirendaba (SP)","13621"
"3540853","Pracinha (SP)","1425"
"3540903","Pradópolis (SP)","13279"
"3541000","Praia Grande (SP)","200199"
"3541059","Pratânia (SP)","4025"
"3541109","Presidente Alves (SP)","4283"
"3541208","Presidente Bernardes (SP)","14791"
"3541307","Presidente Epitácio (SP)","39817"
"3541406","Presidente Prudente (SP)","192004"
"3541505","Presidente Venceslau (SP)","37530"
"3541604","Promissão (SP)","31500"
"3541653","Quadra (SP)","2749"
"3541703","Quatá (SP)","11691"
"3541802","Queiroz (SP)","2198"
"3541901","Queluz (SP)","9284"
"3542008","Quintana (SP)","5477"
"3542107","Rafard (SP)","8333"
"3542206","Rancharia (SP)","28994"
"3542305","Redenção da Serra (SP)","4051"
"3542404","Regente Feijó (SP)","17233"
"3542503","Reginópolis (SP)","4725"
"3542602","Registro (SP)","54086"
"3542701","Restinga (SP)","5705"
"3542800","Ribeira (SP)","3437"
"3542909","Ribeirão Bonito (SP)","11338"
"3543006","Ribeirão Branco (SP)","21470"
"3543105","Ribeirão Corrente (SP)","3962"
"3543204","Ribeirão do Sul (SP)","4536"
"3543238","Ribeirão dos Índios (SP)","2240"
"3543253","Ribeirão Grande (SP)","7543"
"3543303","Ribeirão Pires (SP)","106700"
"3543402","Ribeirão Preto (SP)","514160"
"3543501","Riversul (SP)","6915"
"3543600","Rifaina (SP)","3373"
"3543709","Rincão (SP)","10326"
"3543808","Rinópolis (SP)","10127"
"3543907","Rio Claro (SP)","171751"
"3544004","Rio das Pedras (SP)","23974"
"3544103","Rio Grande da Serra (SP)","37144"
"3544202","Riolândia (SP)","8659"
"3544251","Rosana (SP)","24655"
"3544301","Roseira (SP)","8821"
"3544400","Rubiácea (SP)","2299"
"3544509","Rubinéia (SP)","2647"
"3544608","Sabino (SP)","4994"
"3544707","Sagres (SP)","2412"
"3544806","Sales (SP)","4665"
"3544905","Sales Oliveira (SP)","9532"
"3545001","Salesópolis (SP)","14695"
"3545100","Salmourão (SP)","4389"
"3545159","Saltinho (SP)","5861"
"3545209","Salto (SP)","95717"
"3545308","Salto de Pirapora (SP)","36284"
"3545407","Salto Grande (SP)","8572"
"3545506","Sandovalina (SP)","3175"
"3545605","Santa Adélia (SP)","13554"
"3545704","Santa Albertina (SP)","5551"
"3545803","Santa Bárbara d'Oeste (SP)","172739"
"3546009","Santa Branca (SP)","13366"
"3546108","Santa Clara d'Oeste (SP)","2083"
"3546207","Santa Cruz da Conceição (SP)","3596"
"3546256","Santa Cruz da Esperança (SP)","1809"
"3546306","Santa Cruz das Palmeiras (SP)","26013"
"3546405","Santa Cruz do Rio Pardo (SP)","41379"
"3546504","Santa Ernestina (SP)","5760"
"3546603","Santa Fé do Sul (SP)","26888"
"3546702","Santa Gertrudes (SP)","16563"
"3546801","Santa Isabel (SP)","44302"
"3546900","Santa Lúcia (SP)","8049"
"3547007","Santa Maria da Serra (SP)","4658"
"3547106","Santa Mercedes (SP)","2783"
"3547205","Santana da Ponte Pensa (SP)","1836"
"3547304","Santana de Parnaíba (SP)","79260"
"3547403","Santa Rita d'Oeste (SP)","2596"
"3547502","Santa Rita do Passa Quatro (SP)","26531"
"3547601","Santa Rosa de Viterbo (SP)","21694"
"3547650","Santa Salete (SP)","1378"
"3547700","Santo Anastácio (SP)","20834"
"3547809","Santo André (SP)","652305"
"3547908","Santo Antônio da Alegria (SP)","5832"
"3548005","Santo Antônio de Posse (SP)","18623"
"3548054","Santo Antônio do Aracanguá (SP)","6918"
"3548104","Santo Antônio do Jardim (SP)","6209"
"3548203","Santo Antônio do Pinhal (SP)","6428"
"3548302","Santo Expedito (SP)","2568"
"3548401","Santópolis do Aguapeí (SP)","3810"
"3548500","Santos (SP)","417817"
"3548609","São Bento do Sapucaí (SP)","10559"
"3548708","São Bernardo do Campo (SP)","717790"
"3548807","São Caetano do Sul (SP)","138993"
"3548906","São Carlos (SP)","197184"
"3549003","São Francisco (SP)","2902"
"3549102","São João da Boa Vista (SP)","78203"
"3549201","São João das Duas Pontes (SP)","2648"
"3549250","São João de Iracema (SP)","1680"
"3549300","São João do Pau d'Alho (SP)","2101"
"3549409","São Joaquim da Barra (SP)","42284"
"3549508","São José da Bela Vista (SP)","8183"
"3549607","São José do Barreiro (SP)","4164"
"3549706","São José do Rio Pardo (SP)","50706"
"3549805","São José do Rio Preto (SP)","367247"
"3549904","São José dos Campos (SP)","550762"
"3549953","São Lourenço da Serra (SP)","12759"
"3550001","São Luiz do Paraitinga (SP)","10478"
"3550100","São Manuel (SP)","36973"
"3550209","São Miguel Arcanjo (SP)","31430"
"3550308","São Paulo (SP)","10499133"
"3550407","São Pedro (SP)","28810"
"3550506","São Pedro do Turvo (SP)","6911"
"3550605","São Roque (SP)","67591"
"3550704","São Sebastião (SP)","60832"
"3550803","São Sebastião da Grama (SP)","12529"
"3550902","São Simão (SP)","13887"
"3551009","São Vicente (SP)","306860"
"3551108","Sarapuí (SP)","7964"
"3551207","Sarutaiá (SP)","3820"
"3551306","Sebastianópolis do Sul (SP)","2550"
"3551405","Serra Azul (SP)","7605"
"3551504","Serrana (SP)","33738"
"3551603","Serra Negra (SP)","24100"
"3551702","Sertãozinho (SP)","96605"
"3551801","Sete Barras (SP)","13809"
"3551900","Severínia (SP)","14002"
"3552007","Silveiras (SP)","5428"
"3552106","Socorro (SP)","32855"
"3552205","Sorocaba (SP)","508848"
"3552304","Sud Mennucci (SP)","7382"
"3552403","Sumaré (SP)","202813"
"3552502","Suzano (SP)","236985"
"3552551","Suzanápolis (SP)","2830"
"3552601","Tabapuã (SP)","10549"
"3552700","Tabatinga (SP)","13259"
"3552809","Taboão da Serra (SP)","202049"
"3552908","Taciba (SP)","5277"
"3553005","Taguaí (SP)","7575"
"3553104","Taiaçu (SP)","5692"
"3553203","Taiúva (SP)","5541"
"3553302","Tambaú (SP)","22526"
"3553401","Tanabi (SP)","22723"
"3553500","Tapiraí (SP)","8870"
"3553609","Tapiratiba (SP)","13059"
"3553658","Taquaral (SP)","2757"
"3553708","Taquaritinga (SP)","52666"
"3553807","Taquarituba (SP)","22400"
"3553856","Taquarivaí (SP)","4643"
"3553906","Tarabai (SP)","5920"
"3553955","Tarumã (SP)","10891"
"3554003","Tatuí (SP)","95556"
"3554102","Taubaté (SP)","248667"
"3554201","Tejupá (SP)","5406"
"3554300","Teodoro Sampaio (SP)","20131"
"3554409","Terra Roxa (SP)","7890"
"3554508","Tietê (SP)","32288"
"3554607","Timburi (SP)","2719"
"3554656","Torre de Pedra (SP)","2307"
"3554706","Torrinha (SP)","8978"
"3554755","Trabiju (SP)","1394"
"3554805","Tremembé (SP)","35695"
"3554904","Três Fronteiras (SP)","5151"
"3554953","Tuiuti (SP)","5036"
"3555000","Tupã (SP)","63785"
"3555109","Tupi Paulista (SP)","13196"
"3555208","Turiúba (SP)","1870"
"3555307","Turmalina (SP)","2319"
"3555356","Ubarana (SP)","4381"
"3555406","Ubatuba (SP)","68787"
"3555505","Ubirajara (SP)","4148"
"3555604","Uchoa (SP)","9119"
"3555703","União Paulista (SP)","1364"
"3555802","Urânia (SP)","8835"
"3555901","Uru (SP)","1407"
"3556008","Urupês (SP)","11934"
"3556107","Valentim Gentil (SP)","8959"
"3556206","Valinhos (SP)","84601"
"3556305","Valparaíso (SP)","18823"
"3556354","Vargem (SP)","7217"
"3556404","Vargem Grande do Sul (SP)","37229"
"3556453","Vargem Grande Paulista (SP)","34596"
"3556503","Várzea Paulista (SP)","95585"
"3556602","Vera Cruz (SP)","11090"
"3556701","Vinhedo (SP)","48761"
"3556800","Viradouro (SP)","16301"
"3556909","Vista Alegre do Alto (SP)","4894"
"3556958","Vitória Brasil (SP)","1703"
"3557006","Votorantim (SP)","97808"
"3557105","Votuporanga (SP)","76905"
"3557154","Zacarias (SP)","1945"
"3557204","Chavantes (SP)","12248"
"3557303","Estiva Gerbi (SP)","9127"
"4100103","Abatiá (PR)","7983"
"4100202","Adrianópolis (PR)","6778"
"4100301","Agudos do Sul (PR)","7358"
"4100400","Almirante Tamandaré (PR)","92327"
"4100459","Altamira do Paraná (PR)","6941"
"4100509","Altônia (PR)","18565"
"4100608","Alto Paraná (PR)","12790"
"4100707","Alto Piquiri (PR)","10534"
"4100806","Alvorada do Sul (PR)","9208"
"4100905","Amaporã (PR)","4761"
"4101002","Ampére (PR)","15935"
"4101051","Anahy (PR)","2925"
"4101101","Andirá (PR)","21917"
"4101150","Ângulo (PR)","2893"
"4101200","Antonina (PR)","19401"
"4101309","Antônio Olinto (PR)","7367"
"4101408","Apucarana (PR)","109386"
"4101507","Arapongas (PR)","87990"
"4101606","Arapoti (PR)","24186"
"4101655","Arapuã (PR)","4068"
"4101705","Araruna (PR)","13134"
"4101804","Araucária (PR)","98118"
"4101853","Ariranha do Ivaí (PR)","2823"
"4101903","Assaí (PR)","17771"
"4102000","Assis Chateaubriand (PR)","32513"
"4102109","Astorga (PR)","23792"
"4102208","Atalaia (PR)","4001"
"4102307","Balsa Nova (PR)","10479"
"4102406","Bandeirantes (PR)","33658"
"4102505","Barbosa Ferraz (PR)","13562"
"4102604","Barracão (PR)","9224"
"4102703","Barra do Jacaré (PR)","2668"
"4102752","Bela Vista da Caroba (PR)","4433"
"4102802","Bela Vista do Paraíso (PR)","15021"
"4102901","Bituruna (PR)","16050"
"4103008","Boa Esperança (PR)","4937"
"4103024","Boa Esperança do Iguaçu (PR)","3012"
"4103040","Boa Ventura de São Roque (PR)","6782"
"4103057","Boa Vista da Aparecida (PR)","8166"
"4103107","Bocaiúva do Sul (PR)","9202"
"4103156","Bom Jesus do Sul (PR)","4096"
"4103206","Bom Sucesso (PR)","6057"
"4103222","Bom Sucesso do Sul (PR)","3330"
"4103305","Borrazópolis (PR)","9206"
"4103354","Braganey (PR)","5960"
"4103370","Brasilândia do Sul (PR)","3794"
"4103404","Cafeara (PR)","2497"
"4103453","Cafelândia (PR)","11512"
"4103479","Cafezal do Sul (PR)","4505"
"4103503","Califórnia (PR)","7722"
"4103602","Cambará (PR)","22903"
"4103701","Cambé (PR)","90067"
"4103800","Cambira (PR)","6699"
"4103909","Campina da Lagoa (PR)","16568"
"4103958","Campina do Simão (PR)","4345"
"4104006","Campina Grande do Sul (PR)","36426"
"4104055","Campo Bonito (PR)","5126"
"4104105","Campo do Tenente (PR)","6467"
"4104204","Campo Largo (PR)","95192"
"4104253","Campo Magro (PR)","21375"
"4104303","Campo Mourão (PR)","80725"
"4104402","Cândido de Abreu (PR)","18430"
"4104428","Candói (PR)","14375"
"4104451","Cantagalo (PR)","12849"
"4104501","Capanema (PR)","18091"
"4104600","Capitão Leônidas Marques (PR)","14574"
"4104659","Carambeí (PR)","15309"
"4104709","Carlópolis (PR)","13419"
"4104808","Cascavel (PR)","251460"
"4104907","Castro (PR)","64520"
"4105003","Catanduvas (PR)","10449"
"4105102","Centenário do Sul (PR)","11499"
"4105201","Cerro Azul (PR)","16379"
"4105300","Céu Azul (PR)","10424"
"4105409","Chopinzinho (PR)","20603"
"4105508","Cianorte (PR)","58316"
"4105607","Cidade Gaúcha (PR)","9661"
"4105706","Clevelândia (PR)","18333"
"4105805","Colombo (PR)","191381"
"4105904","Colorado (PR)","21194"
"4106001","Congonhinhas (PR)","7857"
"4106100","Conselheiro Mairinck (PR)","3456"
"4106209","Contenda (PR)","13494"
"4106308","Corbélia (PR)","15735"
"4106407","Cornélio Procópio (PR)","46896"
"4106456","Coronel Domingos Soares (PR)","7048"
"4106506","Coronel Vivida (PR)","23084"
"4106555","Corumbataí do Sul (PR)","4751"
"4106571","Cruzeiro do Iguaçu (PR)","4290"
"4106605","Cruzeiro do Oeste (PR)","19765"
"4106704","Cruzeiro do Sul (PR)","4748"
"4106803","Cruz Machado (PR)","17802"
"4106852","Cruzmaltina (PR)","3490"
"4106902","Curitiba (PR)","1620219"
"4107009","Curiúva (PR)","13203"
"4107108","Diamante do Norte (PR)","5911"
"4107124","Diamante do Sul (PR)","3551"
"4107157","Diamante D'Oeste (PR)","4341"
"4107207","Dois Vizinhos (PR)","32083"
"4107256","Douradina (PR)","6086"
"4107306","Doutor Camargo (PR)","5719"
"4107405","Enéas Marques (PR)","6251"
"4107504","Engenheiro Beltrão (PR)","13986"
"4107520","Esperança Nova (PR)","2256"
"4107538","Entre Rios do Oeste (PR)","3380"
"4107546","Espigão Alto do Iguaçu (PR)","5313"
"4107553","Farol (PR)","3910"
"4107603","Faxinal (PR)","15464"
"4107652","Fazenda Rio Grande (PR)","67701"
"4107702","Fênix (PR)","4814"
"4107736","Fernandes Pinheiro (PR)","6412"
"4107751","Figueira (PR)","8967"
"4107801","Floraí (PR)","5253"
"4107850","Flor da Serra do Sul (PR)","5040"
"4107900","Floresta (PR)","5203"
"4108007","Florestópolis (PR)","12207"
"4108106","Flórida (PR)","2474"
"4108205","Formosa do Oeste (PR)","8384"
"4108304","Foz do Iguaçu (PR)","266771"
"4108320","Francisco Alves (PR)","6990"
"4108403","Francisco Beltrão (PR)","67836"
"4108452","Foz do Jordão (PR)","6406"
"4108502","General Carneiro (PR)","14215"
"4108551","Godoy Moreira (PR)","3652"
"4108601","Goioerê (PR)","28347"
"4108650","Goioxim (PR)","8161"
"4108700","Grandes Rios (PR)","7769"
"4108809","Guaíra (PR)","28504"
"4108908","Guairaçá (PR)","5942"
"4108957","Guamiranga (PR)","7265"
"4109005","Guapirama (PR)","4096"
"4109104","Guaporema (PR)","2238"
"4109203","Guaraci (PR)","4198"
"4109302","Guaraniaçu (PR)","16597"
"4109401","Guarapuava (PR)","157283"
"4109500","Guaraqueçaba (PR)","8353"
"4109609","Guaratuba (PR)","28377"
"4109658","Honório Serpa (PR)","6809"
"4109708","Ibaiti (PR)","26472"
"4109757","Ibema (PR)","5851"
"4109807","Ibiporã (PR)","43043"
"4109906","Icaraíma (PR)","9777"
"4110003","Iguaraçu (PR)","3627"
"4110052","Iguatu (PR)","2158"
"4110078","Imbaú (PR)","9554"
"4110102","Imbituva (PR)","25235"
"4110201","Inácio Martins (PR)","10551"
"4110300","Inajá (PR)","2945"
"4110409","Indianópolis (PR)","4193"
"4110508","Ipiranga (PR)","13388"
"4110607","Iporã (PR)","15980"
"4110656","Iracema do Oeste (PR)","2879"
"4110706","Irati (PR)","52730"
"4110805","Iretama (PR)","10790"
"4110904","Itaguajé (PR)","4733"
"4110953","Itaipulândia (PR)","7157"
"4111001","Itambaracá (PR)","6766"
"4111100","Itambé (PR)","5925"
"4111209","Itapejara d'Oeste (PR)","9179"
"4111258","Itaperuçu (PR)","20401"
"4111308","Itaúna do Sul (PR)","4425"
"4111407","Ivaí (PR)","11945"
"4111506","Ivaiporã (PR)","31643"
"4111555","Ivaté (PR)","6918"
"4111605","Ivatuba (PR)","2819"
"4111704","Jaboti (PR)","4612"
"4111803","Jacarezinho (PR)","39423"
"4111902","Jaguapitã (PR)","10948"
"4112009","Jaguariaíva (PR)","31469"
"4112108","Jandaia do Sul (PR)","19812"
"4112207","Janiópolis (PR)","7773"
"4112306","Japira (PR)","4908"
"4112405","Japurá (PR)","7709"
"4112504","Jardim Alegre (PR)","13684"
"4112603","Jardim Olinda (PR)","1539"
"4112702","Jataizinho (PR)","11435"
"4112751","Jesuítas (PR)","9455"
"4112801","Joaquim Távora (PR)","9636"
"4112900","Jundiaí do Sul (PR)","3588"
"4112959","Juranda (PR)","8054"
"4113007","Jussara (PR)","6322"
"4113106","Kaloré (PR)","4857"
"4113205","Lapa (PR)","42240"
"4113254","Laranjal (PR)","7173"
"4113304","Laranjeiras do Sul (PR)","30063"
"4113403","Leópolis (PR)","4401"
"4113429","Lidianópolis (PR)","4530"
"4113452","Lindoeste (PR)","6136"
"4113502","Loanda (PR)","19751"
"4113601","Lobato (PR)","4101"
"4113700","Londrina (PR)","454871"
"4113734","Luiziana (PR)","7312"
"4113759","Lunardelli (PR)","5435"
"4113809","Lupionópolis (PR)","4305"
"4113908","Mallet (PR)","12699"
"4114005","Mamborê (PR)","15042"
"4114104","Mandaguaçu (PR)","17056"
"4114203","Mandaguari (PR)","31761"
"4114302","Mandirituba (PR)","18073"
"4114351","Manfrinópolis (PR)","3663"
"4114401","Mangueirinha (PR)","17745"
"4114500","Manoel Ribas (PR)","13177"
"4114609","Marechal Cândido Rondon (PR)","41740"
"4114708","Maria Helena (PR)","6136"
"4114807","Marialva (PR)","29477"
"4114906","Marilândia do Sul (PR)","9053"
"4115002","Marilena (PR)","6744"
"4115101","Mariluz (PR)","10187"
"4115200","Maringá (PR)","294380"
"4115309","Mariópolis (PR)","5988"
"4115358","Maripá (PR)","5820"
"4115408","Marmeleiro (PR)","13518"
"4115457","Marquinho (PR)","5661"
"4115507","Marumbi (PR)","4562"
"4115606","Matelândia (PR)","14434"
"4115705","Matinhos (PR)","25756"
"4115739","Mato Rico (PR)","4294"
"4115754","Mauá da Serra (PR)","6709"
"4115804","Medianeira (PR)","38262"
"4115853","Mercedes (PR)","4654"
"4115903","Mirador (PR)","2519"
"4116000","Miraselva (PR)","1942"
"4116059","Missal (PR)","10443"
"4116109","Moreira Sales (PR)","13733"
"4116208","Morretes (PR)","15536"
"4116307","Munhoz de Melo (PR)","3373"
"4116406","Nossa Senhora das Graças (PR)","3876"
"4116505","Nova Aliança do Ivaí (PR)","1353"
"4116604","Nova América da Colina (PR)","3521"
"4116703","Nova Aurora (PR)","13411"
"4116802","Nova Cantu (PR)","9738"
"4116901","Nova Esperança (PR)","25900"
"4116950","Nova Esperança do Sudoeste (PR)","5241"
"4117008","Nova Fátima (PR)","8295"
"4117057","Nova Laranjeiras (PR)","11567"
"4117107","Nova Londrina (PR)","13211"
"4117206","Nova Olímpia (PR)","5266"
"4117214","Nova Santa Bárbara (PR)","3598"
"4117222","Nova Santa Rosa (PR)","7133"
"4117255","Nova Prata do Iguaçu (PR)","10224"
"4117271","Nova Tebas (PR)","8478"
"4117297","Novo Itacolomi (PR)","2795"
"4117305","Ortigueira (PR)","24891"
"4117404","Ourizona (PR)","3371"
"4117453","Ouro Verde do Oeste (PR)","5367"
"4117503","Paiçandu (PR)","31774"
"4117602","Palmas (PR)","35542"
"4117701","Palmeira (PR)","31078"
"4117800","Palmital (PR)","16866"
"4117909","Palotina (PR)","25951"
"4118006","Paraíso do Norte (PR)","9844"
"4118105","Paranacity (PR)","9177"
"4118204","Paranaguá (PR)","130548"
"4118303","Paranapoema (PR)","2379"
"4118402","Paranavaí (PR)","76229"
"4118451","Pato Bragado (PR)","4114"
"4118501","Pato Branco (PR)","63459"
"4118600","Paula Freitas (PR)","5075"
"4118709","Paulo Frontin (PR)","6564"
"4118808","Peabiru (PR)","13404"
"4118857","Perobal (PR)","5272"
"4118907","Pérola (PR)","8910"
"4119004","Pérola d'Oeste (PR)","7198"
"4119103","Piên (PR)","10052"
"4119152","Pinhais (PR)","106314"
"4119202","Pinhalão (PR)","6277"
"4119251","Pinhal de São Bento (PR)","2527"
"4119301","Pinhão (PR)","28266"
"4119400","Piraí do Sul (PR)","21930"
"4119509","Piraquara (PR)","77930"
"4119608","Pitanga (PR)","35593"
"4119657","Pitangueiras (PR)","2433"
"4119707","Planaltina do Paraná (PR)","4010"
"4119806","Planalto (PR)","13997"
"4119905","Ponta Grossa (PR)","278660"
"4119954","Pontal do Paraná (PR)","15045"
"4120002","Porecatu (PR)","15714"
"4120101","Porto Amazonas (PR)","4313"
"4120150","Porto Barreiro (PR)","4380"
"4120200","Porto Rico (PR)","2465"
"4120309","Porto Vitória (PR)","4066"
"4120333","Prado Ferreira (PR)","3141"
"4120358","Pranchita (PR)","6141"
"4120408","Presidente Castelo Branco (PR)","4386"
"4120507","Primeiro de Maio (PR)","10581"
